object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,object id,period_dynasty,period_century
35-263/2,芥菜种子园绘画手册，第三部分，第二卷：鸟语花香,公元17世纪~公元18世纪-1679~1701-清,书，清朝（1644-1911）,纸上的木刻版画,未知,总体尺寸：11 1/4 x 6 1/2英寸（28.58 x 16.51厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/56079/the-mustard-seed-garden-painting-manual-part-3-vol-2-bir?ctx=8e02d5d379ba0b42c29a009c53d6a6ac3666f9c6&idx=542,https://art.nelson-atkins.org/internal/media/dispatcher/33893/full,images\nelson-atkins\542.jpg,购买：威廉・罗克希尔・尼尔森信托,35-263/2,2026/5/3,451,未知,未知
35-263/4,芥菜种子园绘画手册，第三部分，第四卷：鸟、花和果,公元17世纪~公元18世纪-1679~1701-清,书，清朝（1644-1911）,纸上的木刻版画,这些印刷的书籍以季节花卉系列为特色，旨在为有抱负的艺术家提供指导。然而，这种与顶尖画家、雕刻师和印刷师的合作努力本身就可以被视为艺术作品。每一幅图像都具有优雅的设计、新鲜的色彩和精湛的技术。几个世纪以来，许多下层物种都拥有中国东方的古典主义和荣誉主题。它们富有象征性、诗意和艺术性的联想。,总体尺寸：11 1/4 x 6 1/2英寸（28.58 x 16.51厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/56081/the-mustard-seed-garden-painting-manual-part-3-vol-4-bir?ctx=8e02d5d379ba0b42c29a009c53d6a6ac3666f9c6&idx=543,https://art.nelson-atkins.org/internal/media/dispatcher/34389/full,images\nelson-atkins\543.jpg,购买：威廉・罗克希尔・尼尔森信托,35-263/4,2026/5/3,452,未知,未知
35-322/4,徐构思后的兰花（1521-1593）,公元17世纪~公元18世纪-1679~1701-清,书，清朝（1644-1911）,韩国纸上的彩色和单色木版画,中国人长期以来一直是一个受欢迎的绘画对象，因为他们的叶子繁茂和低调的花朵。由于他们的芳香和在严酷的环境中的坚韧，他们拥有美德和隐居的含义。版画家将浮雕形式雕刻在木版上，以保留绘画中的笔法。每张版画都有铭文、雕像，这些都是仿照明代画家的风格设计的。他们认为，这些人的归属感可能与绘画传统有关。,总体尺寸：12 1/8 x 7 3/8英寸（30.8 x 18.73厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/56088/orchid-after-the-conception-of-xu-wei-15211593?ctx=8e02d5d379ba0b42c29a009c53d6a6ac3666f9c6&idx=544,https://art.nelson-atkins.org/internal/media/dispatcher/127071/full,images\nelson-atkins\544.jpg,购买：威廉・罗克希尔・尼尔森信托,35-322/4,2026/5/3,453,未知,未知
2013.46.8,未完成的景观,公元21世纪-2013~2013-现代,绘画,墨水在纸上,未知,板材：27 1/2 x 54 1/4英寸（69.85 x 137.8厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/60250/unfinished-landscape?ctx=8e02d5d379ba0b42c29a009c53d6a6ac3666f9c6&idx=545,https://art.nelson-atkins.org/internal/media/dispatcher/60936/full,images/nelson-atkins/2013.46.8.jpg,艺术家的礼物,2013.46.8,2026/5/3,454,未知,未知
2016.28.1,经封面,公元15世纪-1410~1410-明,木刻，永乐期（1403-1424年）,朱砂、木材、黄金,这部佛教史翻录反映了15世纪初明廷与西藏寺院之间的文化交流。尽管这部翻录是在中国制作的，但它是为了保存为西藏寺院制作的手稿而设计的。该书是用藏语印刷的，并在不同的电视上。这是改编自中国文本的手风琴折叠书格式（请参阅附近的例子）。封面采用中国强金技术装饰，其中金箔被压在红漆上雕刻的凹槽中。中心中的三颗燃烧的宝石象征着佛陀、他的教导和佛教团体。一侧是关于帕罗、贝壳、莲花和结的描述。这些图像代表了“八宝”之四，“我们选择了中国大陆的西藏主题。,总体：10 1/2 x 28 5/8 x 2 1/4英寸（26.67 x 72.71 x 5.72厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/66095/sutra-cover?ctx=8e02d5d379ba0b42c29a009c53d6a6ac3666f9c6&idx=546,https://art.nelson-atkins.org/internal/media/dispatcher/84566/full,images\nelson-atkins\546.jpg,饰Lee Lyon,2016.28.1,2026/5/3,455,未知,未知
46-51/1-6,风景专辑：申周《五叶》、文征明《一叶》,公元15世纪-1401~1500-明,绘画、卷轴,专辑页被安装为手卷;墨水和水彩画在纸上，配有丝绸底座,未知,总体尺寸：17 3/8 x 260英寸（44.15 x 660.4厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/66097/landscape-album-five-leaves-by-shen-zhou-one-leaf-by-wen-z?ctx=8e02d5d379ba0b42c29a009c53d6a6ac3666f9c6&idx=548,https://art.nelson-atkins.org/internal/media/dispatcher/128554/full,images\nelson-atkins\548.jpg,购买：威廉・罗克希尔・尼尔森信托,46-51/1-6,2026/5/3,456,未知,15世纪
2023.39.2,雅园下棋,公元17世纪初-1601~1633-明,未知,挂卷轴;丝绸上的水墨和色彩,未知,总体：86 3/4 x 26 3/4 x 1英寸（220.35 x 67.95 x 2.54厘米）图像：48 3/4 x 23 7/8英寸（123.83 x 60.64厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/74768/playing-chess-in-an-elegant-garden?ctx=8e02d5d379ba0b42c29a009c53d6a6ac3666f9c6&idx=549,https://art.nelson-atkins.org/internal/media/dispatcher/157002/full,images/nelson-atkins/2023.39.2.jpg,购买:纪念劳伦斯·西克曼的亚洲艺术收购基金,2023.39.2,2026/5/3,457,未知,17世纪
F83-50/6,雨后日落中的对话,公元18世纪-1703~1703-清,绘画，清朝（1644-1911）,专辑叶、墨水和纸上的颜色,未知,总体尺寸：22 3/4 x 14英寸（57.79 x 35.56厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/2974/conversation-in-sunset-after-rain?ctx=8e02d5d379ba0b42c29a009c53d6a6ac3666f9c6&idx=551,https://art.nelson-atkins.org/internal/media/dispatcher/32391/full,images\nelson-atkins\551.jpg,购买:通过霍尔家族基金会的慷慨收购,F83-50/6,2026/5/3,458,未知,未知
32-186/11,守护战士的坟墓雕像,公元6世纪~公元7世纪-581~618-隋,陶瓷，隋朝（公元581-618年）,中性釉白陶,未知,总体尺寸：19 x 6 x 5英寸（48.26 x 15.24 x 12.7厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3206/tomb-figure-of-a-guardian-warrior?ctx=59d11150da82cd8d5332b3318edaa71ca19bfbc8&idx=552,https://art.nelson-atkins.org/internal/media/dispatcher/51065/full,images\nelson-atkins\552.jpg,购买：威廉・罗克希尔・尼尔森信托,32-186/11,2026/5/3,459,隋,未知
74-34/1 L,老树桩和落叶植物,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,请注意，版画中岩石表面上揭示的各个方向上的纹理印象。这是由多块印刷所产生的。木材纹理，以及深色和浅色的对比，有助于岩石的文化品质。在绘画中，印刷后的图像被印刷，在周围地区留下了朱砂的残余物。这些特征也识别了这些版画与文学文化有关。在中国的花园中，岩石的功能就像雕塑一样，在西方的花园中，岩石的功能就像雕塑一样。对于文学鉴赏家来说，岩石虽然没有代表性的迷你山峰，但也象征着地球的衰老。收藏家特别欣赏具有尖锐、修复过程中产生的坚固轮廓和古玩。这里插图了许多样本。,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/8924/old-stump-and-broadleaved-plant?ctx=59d11150da82cd8d5332b3318edaa71ca19bfbc8&idx=557,https://art.nelson-atkins.org/internal/media/dispatcher/33919/full,images\nelson-atkins\557.jpg,劳伦斯·西克曼的礼物,74-34/1 L,2026/5/3,460,未知,未知
R54-25/1,头饰装饰,公元18世纪-1701~1800-清,珠宝，清朝（1644-1911）,玉、玻璃、籽珠、玫瑰水晶,未知,总体尺寸：7 x 1英寸（17.78 x 2.54厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/8941/headdress-ornament?ctx=59d11150da82cd8d5332b3318edaa71ca19bfbc8&idx=558,https://art.nelson-atkins.org/internal/media/dispatcher/62849/full,images\nelson-atkins\558.jpg,未知,R54-25/1,2026/5/3,461,未知,18世纪
F77-19 C,冬天的三个朋友十个微型彩绘扇之三,公元19世纪-1850~1850-清,绘画，清朝（1644-1911）,纸上的墨水和颜色,未知,总体尺寸：6 1/4 x 10 1/2英寸（15.88 x 26.67厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/12497/three-friends-of-winter-third-of-ten-miniature-painted-fans?ctx=59d11150da82cd8d5332b3318edaa71ca19bfbc8&idx=560,,,罗杰 · 霍乔的礼物,F77-19 C,2026/5/3,462,未知,未知
52-19,Jar,公元8世纪-701~800-唐,陶瓷，唐（公元618-906年）,铅釉陶器,未知,总体：12 x 10 1/4英寸（30.48 x 26.04厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/15490/jar?ctx=59d11150da82cd8d5332b3318edaa71ca19bfbc8&idx=562,https://art.nelson-atkins.org/internal/media/dispatcher/26427/full,images/nelson-atkins/52-19.jpg,购买：威廉・罗克希尔・尼尔森信托,52-19,2026/5/3,463,未知,8世纪
35-274/3,锦葵花和柑橘,公元18世纪-1775~1775-清,卷轴、绘画,悬挂卷轴;丝绸上的墨水和色彩,未知,总体尺寸：85 1/2 x 24 1/2英寸（217.17 x 62.23厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/18831/mallow-flowers-and-chrysanthemums?ctx=797a9ec1165a595c8803bf225c780cd520bdc5b5&idx=564,https://art.nelson-atkins.org/internal/media/dispatcher/126909/full,images\nelson-atkins\564.jpg,购买：威廉・罗克希尔・尼尔森信托,35-274/3,2026/5/3,464,未知,未知
F93-18/12,三匹马和新郎,公元18世纪末~公元19世纪初-1768~1833-清,绘画，清朝（1644-1911）,丝绸上的墨水或墨水和颜色,未知,图像：8 7/8 x 11英寸（22.54 x 27.94厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/18933/three-horses-and-a-groom?ctx=797a9ec1165a595c8803bf225c780cd520bdc5b5&idx=566,,,购买:通过亚洲艺术收购基金收购,F93-18/12,2026/5/3,465,未知,18世纪
71-39/2,思考冬天,公元19世纪-1830~1830-清,绘画，清朝（1644-1911）,专辑叶、墨水和丝绸上的颜色,未知,图像：10 14 x 10英寸（26.04 x 25.4厘米）底座：16 1/16 x 14 13/16英寸（40.79 x 37.64厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/24716/contemplating-winter?ctx=797a9ec1165a595c8803bf225c780cd520bdc5b5&idx=570,https://art.nelson-atkins.org/internal/media/dispatcher/39685/full,images\nelson-atkins\570.jpg,劳伦斯·西克曼的礼物,71-39/2,2026/5/3,466,未知,未知
F77-19 G,蝴蝶与岩石十把微型彩绘扇子之七,公元19世纪-1850~1850-清,绘画，清朝（1644-1911）,纸上的墨水和颜色,未知,总体尺寸：6 1/4 x 10 1/2英寸（15.88 x 26.67厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/24816/butterflies-and-rocks-seventh-of-ten-miniature-painted-fans?ctx=797a9ec1165a595c8803bf225c780cd520bdc5b5&idx=571,,,罗杰 · 霍乔的礼物,F77-19 G,2026/5/3,467,未知,未知
74-34/4 D,草,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木版印刷;纸上的墨水（从装订本中删除）,未知,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/24884/grasses?ctx=797a9ec1165a595c8803bf225c780cd520bdc5b5&idx=572,https://art.nelson-atkins.org/internal/media/dispatcher/33923/full,images\nelson-atkins\572.jpg,劳伦斯·西克曼的礼物,74-34/4 D,2026/5/3,468,未知,未知
35-274/9,大号白色双椭圆形,公元18世纪-1775~1775-清,卷轴、绘画,悬挂卷轴;丝绸上的墨水和色彩,未知,总体尺寸：85 1/2 x 24 1/4英寸（217.17 x 61.6厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/24935/large-white-double-chrysanthemums?ctx=797a9ec1165a595c8803bf225c780cd520bdc5b5&idx=573,https://art.nelson-atkins.org/internal/media/dispatcher/126915/full,images\nelson-atkins\573.jpg,购买：威廉・罗克希尔・尼尔森信托,35-274/9,2026/5/3,469,未知,未知
72-29/2,花瓶,公元18世纪-1736~1795-清,陶瓷，干隆时期（1736-1795）,瓷,未知,总体：12 3/4英寸（32.39厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/27907/vase?ctx=f438400f68a7c95b240c5bad1ee1cc8ccbac8da6&idx=576,https://art.nelson-atkins.org/internal/media/dispatcher/35133/full,images\nelson-atkins\576.jpg,购买：威廉・罗克希尔・尼尔森信托,72-29/2,2026/5/3,470,未知,未知
Jan-68,折叠扶手椅,公元16世纪末~公元17世纪初-1568~1633-明,明代家具（1368-1644）,黄花梨木、银镶嵌、帆布,精心制作的折叠椅经常被官员使用，因为它们运输方便，而且他们在各省之间旅行。比例、雕刻和工艺使这是最好的折叠椅之一。如果你仔细观察这些铁座，你会发现它们上面镶着银。,总体：39 3/4 x 30 1/4 x 28 1/4英寸（100.97 x 76.84 x 71.76厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/28291/folding-armchair?ctx=f438400f68a7c95b240c5bad1ee1cc8ccbac8da6&idx=577,https://art.nelson-atkins.org/internal/media/dispatcher/27544/full,images/nelson-atkins/68-1.jpg,购买：威廉・罗克希尔・尼尔森信托,Jan-68,2026/5/3,471,未知,16世纪
74-34/9 E,莲花和栀子花,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,未知,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/1088/lotus-and-gardenia?ctx=f438400f68a7c95b240c5bad1ee1cc8ccbac8da6&idx=578,https://art.nelson-atkins.org/internal/media/dispatcher/33936/full,images\nelson-atkins\578.jpg,劳伦斯·西克曼的礼物,74-34/9 E,2026/5/3,472,未知,未知
F88-41/22,风景中的神奇岩石,公元17世纪~公元20世纪-1644~1911-清,绘画，清朝（1644-1911）,纸上的扇子、墨水和色彩;安装在锦缎上并装裱,未知,镜框：28 3/16 × 28 1/4 × 1英寸（71.6 × 71.76 × 2.54厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/1179/fantastic-rocks-in-landscape?ctx=f438400f68a7c95b240c5bad1ee1cc8ccbac8da6&idx=579,https://art.nelson-atkins.org/internal/media/dispatcher/153857/full,images\nelson-atkins\579.jpg,劳伦斯・西克门遗赠 / 史克门遗赠,F88-41/22,2026/5/3,473,清,未知
R54-25/3,龙鱼发夹,公元18世纪-1701~1800-清,珠宝，清朝（1644-1911）,蓝翠鸟羽毛镀金针,未知,总体：4 1/2 x 1 1/4 x 1 1/2英寸（11.43 x 3.18 x 3.81厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/1199/hairpin-of-dragonfish?ctx=f438400f68a7c95b240c5bad1ee1cc8ccbac8da6&idx=580,https://art.nelson-atkins.org/internal/media/dispatcher/66164/full,images\nelson-atkins\580.jpg,未知,R54-25/3,2026/5/3,474,未知,18世纪
F88-45/70,松鹤,公元19世纪~公元20世纪初-1801~1933-清/现代,摩擦,悬卷;朱墨擦纸,这次摩擦中使用的百万色素很可能是重制版的。松树和鹤的形象象征着生命和长寿。像这样的明亮摩擦本来是为了装饰而制作的，或者是为了尊重宗教人士。,图像：75 1/4 x 31 1/2英寸（191.14 x 80.01厘米）总体：82 x 34英寸（208.28 x 86.36厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4682/pines-and-cranes?ctx=f438400f68a7c95b240c5bad1ee1cc8ccbac8da6&idx=582,https://art.nelson-atkins.org/internal/media/dispatcher/160473/full,images\nelson-atkins\582.jpg,劳伦斯・西克门遗赠 / 史克门遗赠,F88-45/70,2026/5/3,475,未知,19世纪
F93-18/4,残山一角景观,公元18世纪末~公元19世纪初-1768~1833-清,绘画，清朝（1644-1911）,丝绸上的墨水或墨水和颜色,未知,图像：11 3/4 x 7 7/8英寸（29.85 x 20厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/30951/corner-landscape-of-remnant-mountains?ctx=f438400f68a7c95b240c5bad1ee1cc8ccbac8da6&idx=583,,,购买:通过亚洲艺术收购基金收购,F93-18/4,2026/5/3,476,未知,18世纪
F88-44/48,孙策将军与燕白虎（三国传奇）,公元19世纪末~公元20世纪初-1868~1933-清/现代,版画，清朝（1644-1911）,木版印刷;纸上的墨水和颜色（一些是手工着色的）,以军事爱情为特色的歌剧在古代中国非常时尚，印刷厂制作的大型印刷品也满足了大众的需求。作为当今的行动电影，英雄和恶棍代表着善良和魔鬼，通过人物的行为来塑造人物。这两部歌剧故事都是基于流行小说，而这些小说又参考了现实的历史事件。今天，这些小说仍然是许多中国电视和电影的基础。,总体尺寸：23 5/16 x 41 7/16英寸（59.21 x 105.25厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/31033/general-sun-ce-battling-yan-baihu-romance-of-the-three-kin?ctx=f438400f68a7c95b240c5bad1ee1cc8ccbac8da6&idx=584,https://art.nelson-atkins.org/internal/media/dispatcher/63822/full,images\nelson-atkins\584.jpg,劳伦斯・西克门遗赠 / 史克门遗赠,F88-44/48,2026/5/3,477,未知,19世纪
